Word	AdjectiveOrderID	ComparisonType	Quantifier	IsQualitative	IsClassifying	CommonlyPrecededWithAnd	WorksInAttributivePosition	WorksInPredicativePosition	HasDiminutiveSuffix	IsProper	Compliments	MustUseMoreMost	AdjectiveIntensifierID	howCommon	commonRank	baseForm
arbitrable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	rbitr
constitutional	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.003248	3116	nstitution
apian	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	pian
Augean	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	ugean
abiotic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	biot
alkalizable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lkaliz
desired	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.001759	4922	sir
worried	-1	Absolute	--	true	false	null	true	true	false	false		true	1	0.004834	2198	worry
anti-Latin	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	latin
bardlike	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bard
allomorphic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	morph
anticosmetics	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	smete
alethic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	leth
accused	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.005166	2068	ccus
attired	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	9.0E-5	31797	ttir
antiromanticist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	romanticist
applausive	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	pplaus
aroid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	roid
antisensuality	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	sensu
purple	7	Absolute	--	false	false	null	true	true	false	false		false	-1	0.001377	5892	purple
antimonarchical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	monarchice
polish	-1	Absolute	--	false	false	null	null	false	true	false		null	-1	0.002162	4217	pol
antiunion	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	tiun
autoplastic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	utoplast
optical	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	9.82E-4	7439	optice
bendable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	-1.0	-1	bend
acidogenic	-1	Absolute	--	true	false	null	true	false	false	false		true	-1	-1.0	-1	cidogene
medical	-1	Absolute	--	false	true	null	true	true	false	false		false	2	0.009833	1094	medice
antiradiant	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	radia
air-hardening	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-harde
basilar	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	basilar
arboreous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rbore
anticeremonial	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ceremoni
astragalar	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	tragalar
anti-Calvinistical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-calvinistice
all-star	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	-1.0	-1	star
domestic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.007278	1476	domest
administrant	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	dministra
Austroasiatic	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	ustroasiat
unable	-1	Absolute	--	false	false	null	false	true	false	false		false	-1	0.006691	1617	un
antimaterialist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	materialist
agronomical	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	gronomice
air-to-surface	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	surface
Bajan	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	bajan
antidraft	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	draft
actual	-1	Absolute	--	false	true	null	true	false	false	false		false	2	0.007209	1491	ctu
eastern	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.006224	1737	eastern
angulate	-1	Absolute	--	true	false	null	true	false	false	false		true	-1	-1.0	-1	gulate
athetoid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	thetoid
ultimate	-1	Absolute	--	false	true	null	true	true	false	false		false	2	0.00263	3636	ultimate
accretionary	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.4E-5	75707	ccretionary
verbal	-1	Absolute	--	false	true	null	true	true	false	false		false	2	0.001614	5237	verb
adsorbable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	dsorb
surprising	-1	Absolute	--	true	false	null	true	true	false	false		true	2	0.003783	2734	surpris
privileged	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.001052	7068	privileg
ancestral	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	2.96E-4	16240	cestr
involved	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.021006	471	volv
balneologic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	balneologe
amaryllidaceous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	maryllidace
arboreal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.9E-5	42793	rbore
overall	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	0.008198	1322	all
fixed	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.006753	1607	fix
algolagnic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lgolagn
anarthric	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rthr
full	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	0.029247	307	full
beamier	-1	Comparative	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	beamy
anti-Jesuitical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-jesuitice
antiecclesiastical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ecclesiastice
askance	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	5.8E-5	39830	ask
away	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	0.040769	217	way
anamnestic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	mnest
antimystical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mystice
Aldine	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	ldine
annulate	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	nulate
anti-Calvinistic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	calvinist
ancipital	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cipite
amphiprostyle	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mphiprostyle
agnostic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	9.3E-5	31383	gnost
aureoline	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ureoline
painful	-1	Absolute	--	true	false	null	true	true	false	false		true	1	0.00203	4432	pain
antiseptic	-1	Absolute	--	true	true	null	true	true	false	false		true	-1	1.46E-4	24374	sept
avicularian	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	vicularian
aerolitic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	erolite
advised	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.002606	3663	dvis
anomic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.2E-5	80411	ome
equal	-1	Absolute	--	false	true	null	true	true	false	false		false	2	0.00673	1614	equ
antinomical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	nomice
anti-Bolshevist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bolshevist
antipolitical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	politice
ardeid	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	rdeid
paid	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.016124	637	paid
anti-Catholic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-cathole
short	-1	Absolute	--	true	true	null	true	true	false	false		false	3	0.019623	512	short
aeronautic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	eronaut
anti-Judaic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	-juda
abreast	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	2.06E-4	20084	breast
anti-Bolshevik	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	bolshevik
interactive	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	9.04E-4	7860	act
complementary	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	8.83E-4	7972	mplementary
required	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.01727	589	quir
annexable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	nex
Andean	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	dean
adverbless	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	dverbl
payable	-1	Absolute	--	false	false	null	false	true	false	false		false	-1	0.001769	4903	pay
allocable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	lloc
golden	7	Absolute	--	false	true	null	true	true	false	false		true	-1	0.00407	2581	golde
controversial	-1	Absolute	--	false	true	null	true	true	false	false		true	-1	0.002238	4099	ntroversi
audio-visual	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	udio-visu
lonely	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.001844	4754	lone
pale	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.003747	2761	pale
astrolabical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	trolabice
benignant	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	benigna
acinaciform	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	cinaciform
convincing	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001472	5619	nvinc
annectent	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	nectent
authorless	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	uthorl
agnathous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	gnath
creative	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.002625	3642	creat
Arcadic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	rcade
judicial	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.002597	3678	judici
Anglo-Gallic	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	glo-gall
bayard	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	1.3E-5	79622	bayard
basaltine	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	basaltine
alterant	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ltera
agonic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	gone
antireformist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	formist
autarkic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	utark
athletic	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	5.71E-4	10741	thlete
primary	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.009928	1080	primary
acetonic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cetone
allargando	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	llargando
anisogamous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	isogam
antipsalmist	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	psalmist
astonied	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	tony
bacteriolytic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	bacteriolyte
bright	-1	Absolute	--	true	false	null	true	true	false	false		false	3	0.005829	1843	bright
acapnial	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	capni
anticritical	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	critice
solar	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.001391	5844	solar
planned	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.006137	1761	plann
accidental	-1	Absolute	--	true	false	null	true	true	false	false		true	1	7.82E-4	8658	ccident
anti	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	2.55E-4	17783	nti
unknown	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.004559	2336	known
anergic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	erg
anteprandial	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	prandi
low	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.017905	566	low
a gogo	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	 gogo
alcoholometric	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	lcoholometry
acyclic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	1.3E-5	79220	cycl
auto-inoculable	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	uto-inocul
acotyledonous	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	tyledon
initial	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	0.006952	1557	iti
backdoor	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	3.1E-5	53578	backdo
baggy	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	2.78E-4	16838	baggy
conceptual	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.00106	7027	nceptu
aphoristic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	phorist
eternal	-1	Absolute	--	false	true	null	true	true	false	false		false	4	9.04E-4	7855	etern
abasic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	base
fellow	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	0.004733	2240	fellow
awed	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	1.34E-4	25701	aw
affirmatory	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ffirmatory
anticreative	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	creat
asternal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	tern
ambil-anak	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mbil-anak
quick	-1	Absolute	--	true	true	null	true	true	false	false		false	3	0.006374	1693	quick
invaluable	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	8.6E-4	8109	valu
anticipative	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	cipat
friendly	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	0.004292	2464	friend
antidogmatic	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	dogmate
Argoan	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	rgoan
antidiphtheritic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	diphtherite
appetizing	-1	Absolute	--	true	false	null	true	true	false	false		false	-1	3.5E-5	50718	ppetize
A-line	-1	Absolute	--	false	true	null	true	false	false	true		false	-1	-1.0	-1	-line
audible	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	3.65E-4	14216	udible
inappropriate	-1	Absolute	--	true	false	null	true	true	false	false		true	1	0.001326	6052	appropriate
absolutistic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	bsolutist
anabolic	-1	Absolute	--	false	true	null	true	false	false	false		false	-1	2.8E-5	55714	bole
Anglo-Saxon	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	saxon
orthodox	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	0.001236	6362	orthodox
accustomed	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	9.95E-4	7380	ccustom
ailing	-1	Absolute	--	null	null	null	null	null	true	false		null	-1	2.74E-4	17003	ai
araeostyle	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	raeostyle
adept	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	2.88E-4	16503	dept
almond-shaped	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	lmond-shap
auriferous	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	urifer
amiable	-1	Absolute	--	true	false	null	true	true	false	false		true	-1	3.07E-4	15853	ami
amplexifoliate	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	mplexifoliate
acanthotic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	-1.0	-1	canthote
assertory	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	sertory
Baalitical	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	baalitice
particular	-1	Absolute	--	true	true	null	true	true	false	false		true	2	0.023524	409	particular
antileague	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	league
Arian	-1	Absolute	--	false	true	null	true	true	false	true		false	-1	-1.0	-1	rian
illegal	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	0.002576	3698	lege
Aymaran	-1	Absolute	--	null	null	null	null	null	false	true		null	-1	-1.0	-1	ymaran
adagietto	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	1.8E-5	67663	dagietto
antimodernization	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	modernize
formal	-1	Absolute	--	true	true	null	true	true	false	false		true	2	0.006772	1602	form
antiaristocracy	-1	Absolute	--	null	null	null	null	null	false	false		null	-1	-1.0	-1	ristocracy
asymptotic	-1	Absolute	--	false	true	null	true	true	false	false		false	-1	4.1E-5	46543	ymptote
perceived	-1	Absolute	--	false	false	null	null	false	false	false		null	-1	0.002554	3731	ceiv
