Determiner,Noun,2GramCount
the,boardinghouse,49
the,bran,36
the,brad,30
a,company,9331
this,test,1158
the,brat,63
the,bray,29
this,term,652
the,mongol,154
the,transept,25
a,warehouse,660
an,afterlife,156
a,louis,115
an,off-white,38
the,glide,48
a,brow,164
the,digging,166
a,sailboat,211
a,compact,888
a,monarchy,104
the,brim,580
this,european,58
the,brie,30
the,conservancy,102
the,brig,92
the,retro,110
a,turmoil,35
the,niceties,118
a,delegation,466
a,reckoning,52
the,grandfather,504
this,teen,24
the,coloring,80
the,self-absorbed,30
the,subpoena,259
the,cucumber,96
those,attending,191
the,carpeting,108
the,teak,81
the,teal,32
this,team,2074
a,tear,939
the,batman,82
the,geopolitics,57
a,tripling,48
the,tech,641
the,indicator,183
the,baroque,143
the,tent,2173
the,cleavage,46
a,temp,119
the,slackening,25
the,lotus,115
the,workday,182
a,republic,293
the,regard,38
the,transfer,1990
the,oregano,26
the,lotto,53
an,accelerator,35
the,backcourt,134
a,stipulation,60
this,confusion,192
the,tele,50
the,caymans,44
this,tell,90
a,colorist,49
these,adult,40
this,noise,119
a,polyester,52
the,empiricist,28
a,treble,23
a,coauthor,62
the,accession,117
a,stoner,24
a,stones,24
the,foreman,481
the,screenings,30
the,scapula,46
the,crayon,53
a,showpiece,39
a,mourning,63
the,foremen,36
the,refurbishment,23
a,borough,26
the,prosthesis,268
the,guttering,25
a,rottweiler,59
a,polarization,48
the,internship,193
a,parachute,270
the,computerization,23
the,skepticism,183
a,lover,1033
those,securities,26
the,swatch,35
the,haircut,106
the,presidium,34
the,tenement,82
the,treachery,66
the,energizer,69
the,kindling,58
the,phallus,91
the,glint,216
a,continuity,125
the,specialization,56
the,withholding,79
a,winning,1403
a,pronouncement,48
the,sparkle,139
the,voluntariness,26
a,sable,41
the,moderate,719
the,elves,135
the,contention,425
the,unveiling,201
a,lantern,274
a,confident,381
the,philanthropy,29
those,listening,29
the,loggia,24
a,fusillade,40
a,sabre,29
a,lizard,242
the,wrecker,71
the,shrinkage,56
a,louse,36
the,commandment,83
a,lower,3774
the,bringing,64
a,reserve,468
a,two-track,56
the,cyclotron,45
an,omelette,59
the,urchin,62
a,centrifugal,32
the,knee,1781
the,solace,71
the,kinship,102
a,torpedo,92
the,conceptualization,169
the,bruise,114
this,specialty,37
a,sackful,23
the,pincers,25
the,fluoride,42
this,content,75
a,revue,26
these,directions,74
the,senate,25027
the,sargasso,76
the,then,566
the,stallion,145
the,winemaker,44
the,aquarium,513
a,knit,100
the,thaw,97
the,remorse,28
a,churchgoer,34
the,prophecies,63
the,greenness,29
the,cartilage,143
a,huckster,23
the,parquet,85
the,deep-sea,61
a,whorehouse,72
the,escalade,62
the,pebble,79
the,moneys,30
the,toleration,29
the,shearing,26
the,opulence,57
the,denigration,40
the,underneath,30
a,revolution,1312
the,urine,364
the,profundity,34
the,chairmanship,232
the,slumber,25
the,institute,1894
a,sleepwalker,50
the,meaning,5545
the,risotto,83
a,forward,380
the,wormhole,122
a,wavering,74
a,safari,112
the,homogenization,34
the,tracheal,25
a,bulk,86
a,bulb,174
the,nirvana,27
the,bump,220
the,sparrow,130
the,bunk,303
the,bund,33
a,loose,1618
a,bull,905
the,comptroller,145
the,drinking,624
the,buff,110
a,striptease,43
a,loony,42
a,bust,444
this,offering,36
a,tiff,24
an,erotic,223
the,jockeys,49
these,ties,79
a,clergyman,132
a,burr,47
the,kola,50
a,midpoint,26
the,marchesa,35
a,bush,935
a,tier,51
a,kook,66
a,butt,105
the,kona,43
the,buoy,125
the,diplomacy,131
a,bunt,57
the,kohl,53
a,playmaker,57
the,tidy,141
this,tide,37
a,burn,214
a,burp,38
the,burg,56
a,tick,164
the,grizzly,313
the,frankfurter,28
the,quadriceps,104
a,rendezvous,159
the,clubhouse,1099
the,amino,194
the,biggies,40
a,knob,159
a,know,41
a,knot,713
a,disease,2103
the,grandstand,170
an,upheaval,55
the,incidental,105
the,pantheon,273
the,respiratory,220
the,buck,1236
a,thud,340
a,jailhouse,79
the,thug,92
the,almshouse,52
a,blizzard,475
the,voodoo,38
a,detachment,99
a,squeegee,30
an,affectation,47
the,carnival,393
the,deadline,1547
a,sidewalk,388
the,sidewall,43
the,bugler,28
a,nosedive,86
the,impotence,62
a,houseful,77
the,hydra,30
this,present,276
the,teddy,153
the,apostate,34
the,tooling,31
the,glitter,208
the,carmel,80
the,caramel,111
the,editor,3146
a,techno,29
the,overdose,42
this,misunderstanding,34
a,reply,543
the,scabbard,42
a,sufficient,948
the,lamentation,23
a,limited,3944
the,hostilities,144
a,contender,375
the,pathos,104
the,tint,35
the,buzz,995
the,inclination,291
the,healing,1286
an,exterior,155
the,tipi,51
the,undoing,77
a,prickling,27
a,time,33951
the,till,96
a,tilt,92
the,battleground,241
a,tile,113
this,treaty,210
the,tiki,61
the,fistula,23
an,autobiography,272
a,straight-line,39
the,horsepower,58
the,winner,3351
a,mobility,56
the,shipmaster,28
the,rapper,235
the,viceroyalty,33
the,blasting,70
the,diplomate,28
the,tire,936
the,focuser,119
the,constitution,5017
this,contrast,108
a,midshipman,28
a,contrary,151
the,unevenness,34
the,sandman,42
the,reemergence,98
the,fairbanks,24
the,hyena,84
the,utilitarian,137
a,removal,44
the,self-interest,60
the,sweetheart,69
the,lakefront,159
the,uplift,36
the,authorship,79
a,backbone,72
the,caddies,31
the,dismantling,278
the,netting,116
the,hemorrhage,45
the,smudge,46
the,colonization,161
the,obesity,151
the,throbbing,200
a,counsellor,31
the,criticism,1577
this,contract,186
the,milkweed,27
a,president,4340
a,succulent,58
a,stealth,133
the,monkey,866
the,downpour,157
a,partisan,705
a,gleam,200
the,trailer,1630
the,lineage,225
the,pillory,33
the,viscera,29
a,messiah,56
the,caring,200
the,physiology,136
the,monastery,947
a,prosecutor,1043
a,patina,86
the,tapping,91
the,segregation,161
a,faculty,774
a,contact,432
a,rerun,148
the,chambermaid,32
a,houseboat,99
a,siding,32
an,amenity,36
the,malfunction,26
the,steamer,164
a,pothole,126
the,riffraff,34
the,torchlight,63
the,cooper,212
an,attribute,168
the,terminology,338
the,sunbeam,27
the,soccer,694
the,blacksmith,219
the,tolerance,167
the,loser,445
a,meteorite,161
the,trainer,525
the,trainee,90
the,craven,27
a,loudmouth,24
the,singular,374
a,sixty,32
this,sixth,33
the,palatine,54
the,conservator,38
the,energies,203
an,evangelist,117
a,satchel,84
the,entrenchment,30
those,teeth,68
the,writing,2747
the,cauldron,104
the,antipathy,41
these,possibilities,194
these,musical,58
these,chambers,23
a,blessed,171
a,wolverine,43
the,poultry,215
the,bourgeoisie,299
a,tourniquet,139
the,lorry,35
this,statement,1302
a,musician,1100
the,granddaddy,169
the,give-and-take,69
a,handbag,72
the,teens,522
the,cosmetic,142
the,imminence,69
the,playhouse,88
the,whaler,35
these,whales,44
the,attrition,90
an,interviewee,27
a,chicken,1334
the,interviewer,663
this,inscription,37
a,byte,46
a,sectional,43
this,commission,242
the,proscenium,60
a,stopgap,115
the,obsidian,27
a,travelogue,30
a,progressive,862
the,centurion,104
a,processor,109
a,racketeering,36
the,byrd,47
the,projection,410
a,persian,180
a,methane,32
an,address,970
the,mayflower,245
the,landmass,26
the,facsimile,29
the,follower,34
the,investiture,25
the,mufti,52
the,royal,3146
a,progression,165
the,landmark,706
the,neurologist,118
the,funding,1416
the,wares,73
this,stereotype,60
a,heroine,145
the,patter,78
those,centuries,25
the,messaging,24
the,nylon,183
a,mahogany,141
a,builder,271
the,tremor,88
a,rollback,68
the,filth,150
the,pastrami,25
the,antecedents,90
a,non-issue,119
the,hellfire,24
an,armload,103
this,ambiguity,101
the,reimbursement,93
the,sincerity,210
the,projectile,83
a,baboon,83
the,sky-blue,23
the,aetiology,31
a,parasite,165
the,heroism,120
the,campaign,10600
the,beauty,3817
a,cooler,360
the,ascension,108
this,inventory,63
the,satisfaction,998
the,drumbeat,97
the,glottis,28
a,raspberry,88
a,baking,839
the,trendy,207
a,misogynist,38
the,mentality,331
the,stairway,532
the,stake,456
a,getaway,175
the,trench,454
an,oddball,104
the,stair,261
a,stain,235
the,iodine,74
this,waste,92
the,contraption,87
a,stand,1818
a,gastroenterologist,53
the,crater,799
the,purging,36
the,stalk,184
the,stall,455
the,refrigeration,45
an,aspiration,57
the,stale,175
a,stamp,324
this,buildup,35
the,trapezium,50
the,policemen,383
the,hygiene,44
the,pessimism,92
the,literature,5808
a,zealot,78
the,trapezius,45
a,tommy,39
the,franchise,1427
the,seating,287
the,paprika,30
the,stack,789
a,pessimist,82
the,roundabout,133
the,aeration,39
the,borrowing,88
an,intellect,42
this,staff,51
the,miniskirt,25
the,inefficiency,90
a,reminiscence,29
the,region,19637
the,beaver,306
this,stage,2556
the,syllabi,29
the,regime,3962
the,workplace,3027
the,regina,23
the,wrongdoing,63
the,shedding,58
a,dislike,71
an,extrovert,48
the,discord,65
a,nymph,58
the,policeman,873
the,daughter,3142
a,sewage,107
the,panacea,60
a,simmer,560
a,cataclysm,45
the,similarity,588
this,deficit,162
a,fanfare,38
the,horizontal,708
the,panache,25
the,surreal,194
the,colorado,4033
the,participant,1322
the,nonchalance,25
a,gliding,24
a,premiere,72
the,antibiotic,245
the,capriciousness,24
the,convertibility,27
an,announcement,739
a,banjo,110
a,turban,136
the,final,24804
the,masking,68
a,penetration,25
the,perseverance,72
the,usefulness,592
the,toil,36
a,tomb,271
the,toll,769
this,observation,528
a,questioning,194
the,amazon,323
the,diagnostic,520
a,scorpion,90
the,compartment,307
this,mapping,24
the,usual,7501
the,tofu,106
the,dacha,64
a,cupboard,151
a,friar,23
a,hurricane,1237
a,standout,268
the,pathway,291
the,fries,134
the,skipper,220
a,distress,86
an,underworld,39
a,thermal,187
a,toga,49
the,toro,38
a,tort,66
a,tory,41
the,motorcade,204
the,ochre,33
this,petition,60
this,business,2521
a,turntable,65
the,revolutionaries,148
a,tonne,24
the,brokerage,293
the,tote,141
the,caress,43
the,trooper,251
the,prosthetist,43
the,toss,76
these,presidential,27
the,calvary,30
the,tong,26
this,tone,37
a,tome,25
the,ordnance,53
the,debacle,231
a,frill,30
the,treaties,296
the,tops,1479
this,tool,257
the,toot,23
the,tonga,28
the,tongs,79
the,colonialist,35
the,implantation,80
the,toner,23
the,stinging,150
the,fireflies,83
the,stays,58
the,cremation,61
this,water,362
the,emperor,1827
a,teller,104
a,monitoring,128
those,simple,66
the,tonic,117
a,run-through,34
the,pegboard,29
the,start,9444
the,oneness,56
a,stare,80
a,drunk,849
a,career,5572
the,exemplar,84
a,toad,161
a,stash,151
a,steadier,52
the,ruination,45
the,standoff,427
the,watch,957
the,martinis,31
a,staph,39
this,frequency,43
the,voyager,170
the,whistle,748
a,reservoir,361
a,steelhead,31
a,state,14029
a,spectator,343
the,spying,65
the,farmyard,86
an,enabler,61
the,cloning,151
a,daddy,204
the,coliseum,69
the,etching,74
this,skirt,28
the,breadfruit,40
the,bachelor,394
the,shrinking,258
the,repeal,393
a,repeat,831
a,neighbour,28
an,aftermath,28
this,skill,196
a,vocal,443
the,self-control,34
the,droppings,42
the,demolition,284
the,consulate,178
a,caesarean,67
a,topping,75
a,tooth,422
a,cantaloupe,60
a,rudder,68
the,skier,179
the,refining,79
the,motorcycle,424
the,newsroom,490
this,creation,60
this,town,2909
an,asymmetry,33
the,hydroponics,31
the,girder,26
a,thermos,197
a,tour,2900
a,toolbox,70
the,fritz,71
the,skiff,242
these,senior,42
the,postmaster,133
this,recount,43
the,mulberry,68
the,springtime,137
the,treatise,57
the,girdle,36
the,disconnect,124
a,cookie,676
the,fixative,25
the,coating,187
the,passenger,2785
the,calluses,38
a,northeast,50
the,helmsman,93
the,fixation,67
the,semifinal,63
the,predecessor,125
the,cooker,82
the,headwaters,230
the,mahout,23
the,variable,610
the,half-life,54
the,cylinder,549
the,fallacies,33
the,videocassette,29
a,delinquent,72
a,behaviorist,24
the,fidelity,79
a,loose-leaf,27
the,underachievement,24
the,emptiness,477
this,progress,130
an,account,1751
the,architecture,922
the,irradiation,26
the,foreignness,24
a,detainee,90
an,anaconda,29
the,demonstration,739
the,dross,23
a,pastiche,61
a,marathoner,37
a,drone,85
the,equator,740
the,polemics,31
the,nationalization,103
the,drool,35
these,drops,25
a,hoodie,28
a,seeker,60
a,registration,124
the,primordial,286
the,tenuousness,23
the,stoplight,50
a,semiautomatic,102
the,buffeting,32
the,exciton,27
a,switchblade,69
the,destinies,49
a,skate,60
the,sampler,47
a,divorcee,61
the,rotor,304
the,peddler,121
the,soundness,102
the,tailings,35
the,sender,248
the,halogen,60
an,otter,73
the,calming,59
the,immune,1599
these,chinese,39
the,nutmeg,48
a,rescuer,40
the,newton,131
the,devolution,53
the,jangle,25
a,trot,167
the,troy,37
a,stooge,28
the,judiciary,1491
the,pilothouse,125
a,divot,40
a,platform,1309
the,notions,286
the,mucus,60
the,floats,70
the,bearer,223
a,franklin,34
an,atheist,382
the,secretary,4747
the,spitfire,40
the,accessibility,224
the,negotiation,514
the,inducer,42
a,traitor,592
a,trademark,259
a,bakery,323
this,route,372
a,front-page,366
an,education,2031
the,abutment,33
an,intervention,594
the,tailoring,25
a,divan,36
the,division,2788
a,croissant,61
a,simian,23
the,idiom,105
the,chlorine,226
the,whaling,72
a,klutz,54
this,tray,24
the,tram,246
a,trap,959
this,morning,26086
the,regent,131
a,diver,176
the,bladder,320
a,sharecropper,77
the,monocle,26
the,round,1666
an,out-group,26
these,social,366
the,backrest,51
the,anvil,141
the,poseidon,29
the,attitude,2005
the,independence,1091
a,trio,807
the,trip,5763
the,seeing,90
the,simile,54
the,back-to-back,44
a,trim,325
the,tamale,23
an,imperfect,305
the,idiot,277
a,confidence,324
a,trek,142
the,rough,2130
the,habitation,44
the,district,7762
this,tree,320
a,carafe,51
the,teen-ager,105
the,rowan,24
a,freak,679
the,natatorium,48
this,reference,130
an,escapee,42
a,brigadier,48
the,rowdy,88
the,perforation,59
the,signal-to-noise,55
a,humorist,30
the,merchandise,455
the,matchbook,27
the,cake,1874
these,stores,133
the,liquid,1679
the,futility,334
a,pledge,645
the,cage,1284
the,cafe,896
a,freer,106
the,innards,80
the,crawler,105
the,goddess,924
the,tsar,136
the,signified,51
the,awakening,190
the,smorgasbord,32
a,signifier,46
the,muddy,686
a,stiffness,31
the,cockroach,81
a,dictionary,266
the,oeuvre,38
the,sawyer,25
the,therapeutic,392
a,puppet,472
a,pedagogy,46
the,devotion,160
the,painting,5364
the,sombrero,30
the,naturalization,79
the,placenta,235
a,disservice,463
a,yacht,301
the,dharma,30
a,rover,94
a,handmaiden,26
the,hatchway,62
the,imagination,2072
the,whisper,225
the,engine,5870
an,ornithologist,42
a,nosebleed,59
the,expletive,49
the,baker,427
a,capacity,557
these,balls,31
a,stability,144
a,balky,47
the,foreskin,50
the,invention,1143
a,winter,1116
these,personality,26
the,reggae,36
the,filet,41
a,barbeque,23
the,carbon,983
the,bidding,518
the,repair,490
the,derelict,68
the,heroics,50
a,classified,206
a,crossroad,49
a,patrol,321
the,patron,465
the,skein,41
the,self-confidence,94
the,filly,80
the,immortality,58
a,stroller,219
an,uprising,198
the,maternity,178
a,card,1939
a,care,350
the,galleries,390
a,subspecies,43
these,caps,24
a,cape,233
a,half-truth,34
the,cast,2319
the,cash,2665
a,kinsman,23
a,cask,41
a,carp,39
the,cart,1422
the,carl,86
a,casa,31
these,case,51
a,creationist,39
this,camp,259
this,came,630
a,token,561
the,dixie,216
this,call,415
a,calm,828
the,calf,509
an,eggshell,51
a,liquor,308
the,chronicler,98
this,absence,104
a,socket,100
a,cane,699
the,starling,28
those,cans,23
the,cant,28
the,reification,27
this,safety,37
an,ambassadorship,29
this,rotation,35
the,otherness,35
the,chutney,37
the,starboard,302
the,angling,38
the,shield,345
a,caul,23
the,savanna,143
this,cave,93
the,collegiate,299
a,royalty,108
this,fresh,98
the,boulder,781
the,ocean,8290
the,fecundity,25
a,frost,55
a,clothesline,161
the,sunlight,1684
a,striving,30
a,touch,2311
a,fly-fishing,26
the,froth,64
those,daily,23
a,dachshund,33
this,front,187
a,turd,31
the,resumption,209
the,turf,453
a,smidgen,140
the,turk,55
this,turn,213
a,daisy,92
the,ivies,35
the,domino,95
the,dairy,479
a,tough,7397
the,handover,126
an,underestimate,52
a,tutu,27
the,gentile,29
a,briefcase,420
the,tusk,36
this,cartoon,83
a,malcontent,24
the,grasshopper,70
the,foothill,34
the,pacing,69
an,authority,678
a,fiver,26
a,juggler,44
the,appellation,67
a,profit-sharing,50
the,harbor,1824
the,barbecue,403
the,frown,75
a,prospect,360
the,centrality,568
a,newspaperman,56
the,gecko,60
a,tuft,95
a,frock,31
the,professoriate,68
the,remittance,23
the,endeavour,55
the,truckload,50
the,genitals,115
this,tube,45
the,rostrum,43
a,tuba,47
the,bicentennial,166
a,milligram,24
a,tuck,47
a,preventative,57
the,restlessness,56
the,ninety,43
a,tuna,167
the,trilateral,54
the,tune,1302
an,alumnus,93
an,anniversary,200
the,behaviour,93
the,inhumanity,47
the,maxwell,102
the,carelessness,28
the,scenery,788
the,expedition,1073
the,tangent,23
the,commissary,113
a,futurist,53
this,annual,198
an,ecstatic,106
the,charities,185
the,chronometer,26
the,attainment,312
the,disclaimer,63
a,libation,32
a,deviation,82
a,reservist,60
a,bawdy,49
the,lancers,37
an,assassin,256
an,outgoing,120
the,regret,56
an,earache,31
the,terminator,96
the,balustrade,111
a,judgment,1063
the,newsreel,46
the,pathfinder,26
an,overestimate,23
this,leader,45
a,freeze,247
the,creaking,226
the,sorcery,27
the,sending,173
the,blandishments,36
the,beanie,26
a,voice,6101
the,breadth,715
a,worrier,70
the,sting,836
a,stink,149
a,manifest,58
a,replay,245
the,hypocrisy,353
the,bastion,55
a,hypocrite,265
the,rifling,33
a,sociologist,384
the,nonstop,90
a,stint,515
this,commotion,24
a,busybody,31
the,stile,29
this,still,295
a,shrink,215
this,shrine,56
the,olive,900
the,shrimp,694
a,copywriter,31
the,stopper,70
the,particularity,70
the,stiff,504
the,tongues,108
the,ethnicity,95
the,stick,1353
the,packet,357
a,mudslide,35
the,wastepaper,32
a,calabash,32
the,windowpane,102
a,campaigner,47
a,birder,24
the,filings,41
the,reclining,47
the,invisibility,70
the,grown-up,131
an,independent,7070
a,sensor,216
the,horsehair,30
a,footstool,60
the,perjury,95
the,conchologist,30
the,vividness,46
the,anguish,381
the,preparedness,42
the,subordination,136
a,profession,876
the,persona,213
the,facilitation,55
the,girlie,25
the,secretion,44
the,caldera,105
the,geese,272
the,crowding,75
a,towel,1414
a,tower,482
the,strength,5535
this,cell,118
a,reiteration,25
a,warranty,95
a,hippie,207
a,fixer,28
a,cent,266
the,acuity,29
the,unknowing,32
the,twin,2008
the,proboscis,23
a,twig,246
the,frailties,33
a,birthday,1120
the,earthworm,24
the,beekeeper,23
a,helping,313
a,hookah,24
the,rainfall,99
the,headband,47
the,isthmus,185
the,beaker,37
a,provision,869
the,mementos,44
an,expansionist,43
the,dieter,25
a,cipher,72
the,hiker,59
this,wedding,133
a,stockpot,23
the,hooker,78
the,hessian,25
a,transient,231
the,ballooning,54
a,microprocessor,79
a,report,7133
