Word,AdjectiveOrderID,ComparisonType,Quantifier,IsQualitative,IsClassifying,CommonlyPrecededWithAnd,WorksInAttributivePosition,WorksInPredicativePosition,HasDiminutiveSuffix,IsProper,Compliments,MustUseMoreMost,AdjectiveIntensifierID
half-cured,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondiffusible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
average,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nondispensable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
substandard,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unassociable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pluralism,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unfined,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
catchiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
squabby,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
half-training,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nongarrulous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unfulminating,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
necrophiliac,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
intercoracoid,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
photoconductive,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Comanchean,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
underpetticoated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Iraqi,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
nonzero,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
preventral,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subsuperficial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
tannish,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
isotactic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
rock-faced,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unseeded,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Areopagitic,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
acclivitous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Hindu,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
unicuspid,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unodoriferous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
semipoisonous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
epicanthic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unirrigated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unpetrifying,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
confineless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
northeast by north,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
synonymic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
tergal,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nonexpansible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
curvy,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
nonmythologic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncountervailed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Ishmaelitish,-1,Absolute,--,null,null,null,null,null,true,true,,null,-1
well-summarized,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
epidotic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
proindustrialisation,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
self-neglectful,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unprosaic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
poetless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
acrologic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hydremic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
soft-finned,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ventilable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
back,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
unreleased,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
paler,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
pro-Yugoslavian,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pro-Switzerland,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
quasi-eternal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ungrand,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
proevolutionist,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
half-Dacron,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
assumable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hitless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unlunar,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unlidded,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
convexo-plane,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
defoliate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bord-and-pillar,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dimensionless,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
wavier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
high-pressure,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
nonpurifying,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unstack,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
baby,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
noncomical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fiendish,-1,Absolute,--,false,true,null,true,true,true,false,,false,-1
unfelicitated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
briery,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
anticonstitutionalist,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unlumpy,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unscratching,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unapplied,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
curst,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
nonmitigatory,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
interbranch,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
fructiferous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
immaculate,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
branchiform,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
hardscrabble,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unmilitaristic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sorbic,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
inorganic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
pally,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
choreoid,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
sideling,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
unrenovated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsublimed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
compression-ignition,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
mechanistic,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
imperious,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unrecanted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
extraneous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
loose-limbed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
favorless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
choosier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
uninitialed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
superchivalrous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
superelaborate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
anisodont,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
inconsequent,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
unthrilling,-1,Absolute,--,null,null,null,null,null,true,false,,null,-1
unedificial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pedimented,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
insincere,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
showier,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
nonrhymed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonsusceptible,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
perjured,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
codicillary,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
dotlike,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unmedalled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subsplenial,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
colitic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
prebronchial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonhubristic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
myriapod,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bilingual,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
caseless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
megacephalic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
pseudo-Catholic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
small-minded,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
chipproof,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
menseless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Swabian,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
coordinal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
gassiest,-1,Superlative,--,null,null,null,null,null,false,false,,null,-1
nonviolable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unpreferable,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
self-laudatory,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bijugate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Indo-Iranian,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
unsatiric,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonperceptive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
extortionary,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
well-complexioned,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
anapophysial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
noncontroversial,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
anti-indemnity,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonvendible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
valerianaceous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subofficial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
paraplegic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
well-elaborated,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
pro-orthodox,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
mondial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonkosher,-1,Comparative,--,null,null,null,null,null,false,false,,null,-1
thank-you,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
chiefless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
bald,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
ammiaceous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
autogenetic,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
rainless,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
palmy,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
bestead,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
tiled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
toilsome,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
unsartorial,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
extortionate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
spindly,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
detractive,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
overmoral,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subdentate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unbloomed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
freeing,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
isonomic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subhyoidean,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
oversweet,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
subtentacular,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unsecularised,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
free-swimming,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
treen,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uninferred,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ungolden,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
incorrigible,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
intercotylar,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nucleolated,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
precartilaginous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
uncephalic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
predicate,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
inevasible,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
helioscopic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonlucrative,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
ornithoid,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
deep-chested,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
beneficent,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
Laos,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
treed,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
amphibological,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nondeaf,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
allied,-1,Absolute,--,false,true,null,true,false,false,false,,false,-1
unruffled,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
Paleolithic,-1,Absolute,--,false,true,null,true,true,false,true,,false,-1
ericaceous,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
Caxtonian,-1,Absolute,--,null,null,null,null,null,false,true,,null,-1
ambulacral,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
opalescent,-1,Absolute,--,true,false,null,true,true,false,false,,true,-1
hexamerous,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonsophistical,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unmelodic,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
silk-hatted,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unvirginal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unevil,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
nonskipping,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
inutile,-1,Absolute,--,false,true,null,true,true,false,false,,false,-1
stumpy,-1,Absolute,--,true,false,null,true,true,false,false,,false,-1
topazine,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
sublaryngeal,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
unwhimpering,-1,Absolute,--,null,null,null,null,null,false,false,,null,-1
